ping_index,latitude,longitude,depth_m,heading_deg,timestamp
55,36.60236871256567,-121.89684416114234,29.6,135.8,2026-09-02T19:07:47.614358+00:00
56,36.602366395941466,-121.89684134214609,29.6,135.7,2026-09-02T19:07:47.814358+00:00
57,36.60236408307357,-121.89683851836811,29.6,135.6,2026-09-02T19:07:48.014358+00:00
58,36.60236177402528,-121.89683568974402,29.6,135.5,2026-09-02T19:07:48.214358+00:00
59,36.60235946885063,-121.89683285622188,29.7,135.4,2026-09-02T19:07:48.414358+00:00
60,36.60235716759418,-121.89683001776231,29.7,135.3,2026-09-02T19:07:48.614358+00:00
61,36.60235487029083,-121.89682717433848,29.7,135.2,2026-09-02T19:07:48.814358+00:00
62,36.602352576965764,-121.89682432593615,29.7,135.1,2026-09-02T19:07:49.014358+00:00
63,36.602350287634216,-121.89682147255358,29.8,135.0,2026-09-02T19:07:49.214358+00:00
64,36.60234800230148,-121.89681861420156,29.8,134.9,2026-09-02T19:07:49.414358+00:00
65,36.60234572096281,-121.89681575090326,29.8,134.8,2026-09-02T19:07:49.614358+00:00
66,36.60234344360337,-121.89681288269414,29.8,134.7,2026-09-02T19:07:49.814358+00:00
67,36.602341170198216,-121.89681000962172,29.9,134.6,2026-09-02T19:07:50.014358+00:00
68,36.602338900712354,-121.89680713174552,29.9,134.5,2026-09-02T19:07:50.214358+00:00
69,36.60233663510072,-121.89680424913672,29.9,134.4,2026-09-02T19:07:50.414358+00:00
70,36.60233437330829,-121.89680136187806,29.9,134.3,2026-09-02T19:07:50.614358+00:00
71,36.60233211527015,-121.89679847006347,30.0,134.2,2026-09-02T19:07:50.814358+00:00
72,36.60232986091166,-121.89679557379782,30.0,134.1,2026-09-02T19:07:51.014358+00:00
73,36.60232761014857,-121.89679267319663,30.0,134.0,2026-09-02T19:07:51.214358+00:00
74,36.6023253628872,-121.89678976838567,30.0,133.9,2026-09-02T19:07:51.414358+00:00
75,36.60232311902468,-121.89678685950076,30.0,133.9,2026-09-02T19:07:51.614358+00:00
76,36.60232087844916,-121.89678394668724,30.1,133.8,2026-09-02T19:07:51.814358+00:00
77,36.602318641040064,-121.89678103009962,30.1,133.7,2026-09-02T19:07:52.014358+00:00
78,36.60231640666842,-121.89677810990125,30.1,133.6,2026-09-02T19:07:52.214358+00:00
79,36.602314175197144,-121.89677518626384,30.1,133.6,2026-09-02T19:07:52.414358+00:00
80,36.602311946481365,-121.896772259367,30.2,133.5,2026-09-02T19:07:52.614358+00:00
81,36.602309720368844,-121.89676932939786,30.2,133.4,2026-09-02T19:07:52.814358+00:00
82,36.60230749670033,-121.89676639655055,30.2,133.4,2026-09-02T19:07:53.014358+00:00
83,36.602305275309966,-121.8967634610258,30.2,133.3,2026-09-02T19:07:53.214358+00:00
84,36.602303056025725,-121.8967605230304,30.2,133.3,2026-09-02T19:07:53.414358+00:00
85,36.60230083866989,-121.8967575827767,30.3,133.2,2026-09-02T19:07:53.614358+00:00
86,36.60229862305948,-121.89675464048217,30.3,133.2,2026-09-02T19:07:53.814358+00:00
87,36.60229640900678,-121.8967516963689,30.3,133.1,2026-09-02T19:07:54.014358+00:00
88,36.602294196319825,-121.89674875066295,30.3,133.1,2026-09-02T19:07:54.214358+00:00
89,36.60229198480292,-121.89674580359406,30.3,133.1,2026-09-02T19:07:54.414358+00:00
90,36.602289774257144,-121.89674285539496,30.3,133.0,2026-09-02T19:07:54.614358+00:00
91,36.60228756448096,-121.89673990630087,30.4,133.0,2026-09-02T19:07:54.814358+00:00
92,36.6022853552707,-121.89673695654905,30.4,133.0,2026-09-02T19:07:55.014358+00:00
93,36.60228314642115,-121.8967340063782,30.4,133.0,2026-09-02T19:07:55.214358+00:00
94,36.6022809377261,-121.89673105602795,30.4,133.0,2026-09-02T19:07:55.414358+00:00
95,36.60227872897892,-121.89672810573832,30.4,133.0,2026-09-02T19:07:55.614358+00:00
96,36.60227651997313,-121.89672515574925,30.5,133.0,2026-09-02T19:07:55.814358+00:00
97,36.60227431050296,-121.89672220629993,30.5,133.0,2026-09-02T19:07:56.014358+00:00
98,36.602272100363905,-121.89671925762839,30.5,133.0,2026-09-02T19:07:56.214358+00:00
99,36.60226988935329,-121.89671630997094,30.5,133.1,2026-09-02T19:07:56.414358+00:00
100,36.602267677270824,-121.89671336356166,30.5,133.1,2026-09-02T19:07:56.614358+00:00
101,36.602265463919174,-121.89671041863176,30.5,133.1,2026-09-02T19:07:56.814358+00:00
102,36.60226324910444,-121.89670747540922,30.6,133.1,2026-09-02T19:07:57.014358+00:00
103,36.60226103263674,-121.89670453411817,30.6,133.2,2026-09-02T19:07:57.214358+00:00
104,36.602258814330696,-121.89670159497844,30.6,133.2,2026-09-02T19:07:57.414358+00:00
105,36.6022565940059,-121.89669865820495,30.6,133.3,2026-09-02T19:07:57.614358+00:00
106,36.60225437148747,-121.89669572400733,30.6,133.3,2026-09-02T19:07:57.814358+00:00
107,36.602252146606425,-121.89669279258936,30.6,133.4,2026-09-02T19:07:58.014358+00:00
108,36.6022499192002,-121.8966898641485,30.6,133.5,2026-09-02T19:07:58.214358+00:00
109,36.60224768911301,-121.89668693887539,30.7,133.5,2026-09-02T19:07:58.414358+00:00
110,36.602245456196286,-121.89668401695344,30.7,133.6,2026-09-02T19:07:58.614358+00:00
111,36.60224322030906,-121.89668109855835,30.7,133.7,2026-09-02T19:07:58.814358+00:00
112,36.602240981318296,-121.89667818385763,30.7,133.7,2026-09-02T19:07:59.014358+00:00
113,36.6022387390992,-121.89667527301025,30.7,133.8,2026-09-02T19:07:59.214358+00:00
114,36.602236493535585,-121.89667236616614,30.7,133.9,2026-09-02T19:07:59.414358+00:00
115,36.6022342445201,-121.89666946346588,30.7,134.0,2026-09-02T19:07:59.614358+00:00
116,36.60223199195447,-121.89666656504026,30.8,134.1,2026-09-02T19:07:59.814358+00:00
117,36.602229735749745,-121.89666367100993,30.8,134.2,2026-09-02T19:08:00.014358+00:00
118,36.60222747582651,-121.89666078148505,30.8,134.3,2026-09-02T19:08:00.214358+00:00
119,36.60222521211501,-121.89665789656507,30.8,134.3,2026-09-02T19:08:00.414358+00:00
120,36.60222294455531,-121.89665501633826,30.8,134.4,2026-09-02T19:08:00.614358+00:00
121,36.6022206730974,-121.89665214088154,30.8,134.5,2026-09-02T19:08:00.814358+00:00
122,36.602218397701286,-121.89664927026028,30.8,134.6,2026-09-02T19:08:01.014358+00:00
123,36.60221611833705,-121.89664640452797,30.8,134.7,2026-09-02T19:08:01.214358+00:00
124,36.60221383498484,-121.89664354372606,30.8,134.8,2026-09-02T19:08:01.414358+00:00
125,36.60221154763491,-121.8966406878838,30.8,134.9,2026-09-02T19:08:01.614358+00:00
126,36.60220925628757,-121.89663783701813,30.9,135.0,2026-09-02T19:08:01.814358+00:00
127,36.60220696095317,-121.89663499113358,30.9,135.1,2026-09-02T19:08:02.014358+00:00
128,36.60220466165195,-121.89663215022206,30.9,135.2,2026-09-02T19:08:02.214358+00:00
129,36.60220235841403,-121.89662931426301,30.9,135.3,2026-09-02T19:08:02.414358+00:00
130,36.602200051279205,-121.89662648322324,30.9,135.4,2026-09-02T19:08:02.614358+00:00
131,36.602197740296795,-121.89662365705706,30.9,135.5,2026-09-02T19:08:02.814358+00:00
132,36.602195425525565,-121.8966208357062,30.9,135.6,2026-09-02T19:08:03.014358+00:00
133,36.60219310703344,-121.89661801910009,30.9,135.7,2026-09-02T19:08:03.214358+00:00
134,36.60219078489733,-121.8966152071558,30.9,135.8,2026-09-02T19:08:03.414358+00:00
135,36.60218845920288,-121.89661239977836,30.9,135.9,2026-09-02T19:08:03.614358+00:00
136,36.602186130044224,-121.89660959686078,30.9,136.0,2026-09-02T19:08:03.814358+00:00
137,36.60218379752372,-121.89660679828445,30.9,136.1,2026-09-02T19:08:04.014358+00:00
138,36.60218146175169,-121.89660400391932,30.9,136.2,2026-09-02T19:08:04.214358+00:00
139,36.60217912284608,-121.89660121362421,31.0,136.2,2026-09-02T19:08:04.414358+00:00
140,36.60217678093215,-121.89659842724716,31.0,136.3,2026-09-02T19:08:04.614358+00:00
141,36.60217443614218,-121.89659564462573,31.0,136.4,2026-09-02T19:08:04.814358+00:00
142,36.6021720886151,-121.89659286558756,31.0,136.5,2026-09-02T19:08:05.014358+00:00
143,36.60216973849616,-121.89659008995062,31.0,136.5,2026-09-02T19:08:05.214358+00:00
144,36.60216738593655,-121.89658731752375,31.0,136.6,2026-09-02T19:08:05.414358+00:00
145,36.60216503109305,-121.89658454810716,31.0,136.6,2026-09-02T19:08:05.614358+00:00
146,36.60216267412763,-121.89658178149291,31.0,136.7,2026-09-02T19:08:05.814358+00:00
147,36.60216031520707,-121.8965790174655,31.0,136.8,2026-09-02T19:08:06.014358+00:00
148,36.602157954502594,-121.89657625580239,31.0,136.8,2026-09-02T19:08:06.214358+00:00
149,36.602155592189405,-121.89657349627463,31.0,136.8,2026-09-02T19:08:06.414358+00:00
150,36.60215322844636,-121.89657073864747,31.0,136.9,2026-09-02T19:08:06.614358+00:00
151,36.602150863455506,-121.89656798268093,31.0,136.9,2026-09-02T19:08:06.814358+00:00
152,36.60214849740166,-121.89656522813053,31.0,136.9,2026-09-02T19:08:07.014358+00:00
153,36.602146130472036,-121.89656247474792,31.0,137.0,2026-09-02T19:08:07.214358+00:00
154,36.60214376285579,-121.89655972228155,31.0,137.0,2026-09-02T19:08:07.414358+00:00
155,36.602141394743605,-121.89655697047735,31.0,137.0,2026-09-02T19:08:07.614358+00:00
156,36.602139026327265,-121.89655421907942,31.0,137.0,2026-09-02T19:08:07.814358+00:00
157,36.60213665779923,-121.89655146783076,31.0,137.0,2026-09-02T19:08:08.014358+00:00
158,36.6021342893522,-121.89654871647397,31.0,137.0,2026-09-02T19:08:08.214358+00:00
159,36.60213192117871,-121.89654596475195,31.0,137.0,2026-09-02T19:08:08.414358+00:00
160,36.60212955347069,-121.8965432124086,31.0,137.0,2026-09-02T19:08:08.614358+00:00
161,36.602127186419004,-121.89654045918951,31.0,137.0,2026-09-02T19:08:08.814358+00:00
162,36.60212482021309,-121.89653770484267,31.0,136.9,2026-09-02T19:08:09.014358+00:00
163,36.60212245504049,-121.89653494911916,31.0,136.9,2026-09-02T19:08:09.214358+00:00
164,36.60212009108645,-121.89653219177384,31.0,136.9,2026-09-02T19:08:09.414358+00:00
165,36.60211772853347,-121.89652943256598,31.0,136.8,2026-09-02T19:08:09.614358+00:00
166,36.602115367560955,-121.89652667125996,31.0,136.8,2026-09-02T19:08:09.814358+00:00
167,36.60211300834471,-121.89652390762585,31.0,136.8,2026-09-02T19:08:10.014358+00:00
168,36.60211065105661,-121.89652114144006,31.0,136.7,2026-09-02T19:08:10.214358+00:00
169,36.60210829586419,-121.89651837248593,31.0,136.7,2026-09-02T19:08:10.414358+00:00
170,36.6021059429302,-121.89651560055428,31.0,136.6,2026-09-02T19:08:10.614358+00:00
171,36.60210359241227,-121.89651282544399,31.0,136.5,2026-09-02T19:08:10.814358+00:00
172,36.602101244462524,-121.89651004696249,31.0,136.5,2026-09-02T19:08:11.014358+00:00
173,36.60209889922715,-121.89650726492627,31.0,136.4,2026-09-02T19:08:11.214358+00:00
174,36.602096556846135,-121.89650447916136,31.0,136.3,2026-09-02T19:08:11.414358+00:00
175,36.60209421745282,-121.89650168950378,31.0,136.2,2026-09-02T19:08:11.614358+00:00
176,36.60209188117363,-121.89649889579984,30.9,136.2,2026-09-02T19:08:11.814358+00:00
177,36.60208954812769,-121.89649609790659,30.9,136.1,2026-09-02T19:08:12.014358+00:00
178,36.60208721842653,-121.89649329569225,30.9,136.0,2026-09-02T19:08:12.214358+00:00
179,36.602084892173835,-121.8964904890363,30.9,135.9,2026-09-02T19:08:12.414358+00:00
180,36.60208256946504,-121.89648767782997,30.9,135.8,2026-09-02T19:08:12.614358+00:00
181,36.60208025038719,-121.89648486197629,30.9,135.7,2026-09-02T19:08:12.814358+00:00
182,36.60207793501857,-121.89648204139044,30.9,135.6,2026-09-02T19:08:13.014358+00:00
183,36.602075623428576,-121.89647921599986,30.9,135.5,2026-09-02T19:08:13.214358+00:00
184,36.60207331567741,-121.8964763857443,30.9,135.4,2026-09-02T19:08:13.414358+00:00
185,36.60207101181592,-121.89647355057608,30.9,135.3,2026-09-02T19:08:13.614358+00:00
186,36.60206871188546,-121.89647071046001,30.9,135.2,2026-09-02T19:08:13.814358+00:00
187,36.60206641591767,-121.89646786537351,30.9,135.1,2026-09-02T19:08:14.014358+00:00
188,36.60206412393439,-121.89646501530655,30.9,135.0,2026-09-02T19:08:14.214358+00:00
189,36.60206183594754,-121.89646216026162,30.8,134.9,2026-09-02T19:08:14.414358+00:00
190,36.602059551959016,-121.89645930025367,30.8,134.8,2026-09-02T19:08:14.614358+00:00
191,36.6020572719607,-121.89645643531001,30.8,134.8,2026-09-02T19:08:14.814358+00:00
192,36.60205499593436,-121.89645356547018,30.8,134.7,2026-09-02T19:08:15.014358+00:00
193,36.60205272385165,-121.89645069078577,30.8,134.6,2026-09-02T19:08:15.214358+00:00
194,36.60205045567418,-121.89644781132023,30.8,134.5,2026-09-02T19:08:15.414358+00:00
195,36.60204819135355,-121.89644492714869,30.8,134.4,2026-09-02T19:08:15.614358+00:00
196,36.6020459308314,-121.89644203835765,30.8,134.3,2026-09-02T19:08:15.814358+00:00
197,36.60204367403952,-121.89643914504474,30.8,134.2,2026-09-02T19:08:16.014358+00:00
198,36.60204142090002,-121.89643624731846,30.8,134.1,2026-09-02T19:08:16.214358+00:00
199,36.60203917132546,-121.89643334529782,30.7,134.0,2026-09-02T19:08:16.414358+00:00
200,36.60203692521904,-121.89643043911204,30.7,133.9,2026-09-02T19:08:16.614358+00:00
201,36.60203468247484,-121.89642752890013,30.7,133.8,2026-09-02T19:08:16.814358+00:00
202,36.60203244297804,-121.89642461481057,30.7,133.7,2026-09-02T19:08:17.014358+00:00
203,36.60203020660523,-121.89642169700089,30.7,133.7,2026-09-02T19:08:17.214358+00:00
204,36.60202797322465,-121.89641877563733,30.7,133.6,2026-09-02T19:08:17.414358+00:00
205,36.60202574269656,-121.89641585089424,30.7,133.5,2026-09-02T19:08:17.614358+00:00
206,36.60202351487359,-121.89641292295387,30.6,133.5,2026-09-02T19:08:17.814358+00:00
207,36.60202128960108,-121.89640999200577,30.6,133.4,2026-09-02T19:08:18.014358+00:00
208,36.602019066717524,-121.8964070582463,30.6,133.3,2026-09-02T19:08:18.214358+00:00
209,36.602016846054916,-121.89640412187828,30.6,133.3,2026-09-02T19:08:18.414358+00:00
210,36.602014627439296,-121.89640118311043,30.6,133.2,2026-09-02T19:08:18.614358+00:00
211,36.6020124106911,-121.89639824215688,30.6,133.2,2026-09-02T19:08:18.814358+00:00
212,36.602010195625724,-121.8963952992367,30.6,133.2,2026-09-02T19:08:19.014358+00:00
213,36.60200798205394,-121.89639235457338,30.5,133.1,2026-09-02T19:08:19.214358+00:00
214,36.60200576978248,-121.89638940839428,30.5,133.1,2026-09-02T19:08:19.414358+00:00
215,36.6020035586145,-121.89638646093019,30.5,133.1,2026-09-02T19:08:19.614358+00:00
216,36.602001348350136,-121.89638351241473,30.5,133.0,2026-09-02T19:08:19.814358+00:00
217,36.601999138787086,-121.89638056308388,30.5,133.0,2026-09-02T19:08:20.014358+00:00
218,36.60199692972109,-121.89637761317545,30.5,133.0,2026-09-02T19:08:20.214358+00:00
219,36.60199472094654,-121.8963746629285,30.4,133.0,2026-09-02T19:08:20.414358+00:00
220,36.60199251225703,-121.89637171258285,30.4,133.0,2026-09-02T19:08:20.614358+00:00
221,36.6019903034459,-121.89636876237854,30.4,133.0,2026-09-02T19:08:20.814358+00:00
222,36.601988094306854,-121.89636581255532,30.4,133.0,2026-09-02T19:08:21.014358+00:00
223,36.60198588463449,-121.89636286335207,30.4,133.0,2026-09-02T19:08:21.214358+00:00
224,36.60198367422484,-121.8963599150063,30.4,133.0,2026-09-02T19:08:21.414358+00:00
225,36.601981462875976,-121.8963569677536,30.3,133.1,2026-09-02T19:08:21.614358+00:00
226,36.60197925038856,-121.89635402182714,30.3,133.1,2026-09-02T19:08:21.814358+00:00
227,36.601977036566325,-121.89635107745714,30.3,133.1,2026-09-02T19:08:22.014358+00:00
228,36.60197482121669,-121.89634813487031,30.3,133.2,2026-09-02T19:08:22.214358+00:00
229,36.60197260415122,-121.8963451942894,30.3,133.2,2026-09-02T19:08:22.414358+00:00
230,36.60197038518615,-121.89634225593264,30.2,133.2,2026-09-02T19:08:22.614358+00:00
231,36.60196816414289,-121.89633932001321,30.2,133.3,2026-09-02T19:08:22.814358+00:00
232,36.601965940848466,-121.89633638673888,30.2,133.4,2026-09-02T19:08:23.014358+00:00
233,36.60196371513603,-121.89633345631131,30.2,133.4,2026-09-02T19:08:23.214358+00:00
234,36.60196148684524,-121.89633052892573,30.2,133.5,2026-09-02T19:08:23.414358+00:00
235,36.601959255822706,-121.89632760477042,30.1,133.5,2026-09-02T19:08:23.614358+00:00
236,36.601957021922374,-121.89632468402621,30.1,133.6,2026-09-02T19:08:23.814358+00:00
237,36.60195478500589,-121.89632176686612,30.1,133.7,2026-09-02T19:08:24.014358+00:00
238,36.60195254494296,-121.89631885345483,30.1,133.8,2026-09-02T19:08:24.214358+00:00
239,36.60195030161166,-121.89631594394828,30.0,133.8,2026-09-02T19:08:24.414358+00:00
240,36.601948054898735,-121.89631303849336,30.0,133.9,2026-09-02T19:08:24.614358+00:00
241,36.60194580469987,-121.89631013722736,30.0,134.0,2026-09-02T19:08:24.814358+00:00
242,36.60194355091989,-121.89630724027771,30.0,134.1,2026-09-02T19:08:25.014358+00:00
243,36.60194129347304,-121.89630434776156,30.0,134.2,2026-09-02T19:08:25.214358+00:00
244,36.60193903228313,-121.89630145978552,29.9,134.3,2026-09-02T19:08:25.414358+00:00
245,36.6019367672837,-121.89629857644528,29.9,134.4,2026-09-02T19:08:25.614358+00:00
246,36.601934498418146,-121.89629569782534,29.9,134.5,2026-09-02T19:08:25.814358+00:00
247,36.60193222563981,-121.89629282399876,29.9,134.6,2026-09-02T19:08:26.014358+00:00
248,36.60192994891208,-121.89628995502694,29.8,134.7,2026-09-02T19:08:26.214358+00:00
249,36.60192766820842,-121.89628709095933,29.8,134.8,2026-09-02T19:08:26.414358+00:00
250,36.60192538351239,-121.89628423183332,29.8,134.9,2026-09-02T19:08:26.614358+00:00
251,36.60192309481762,-121.89628137767403,29.8,135.0,2026-09-02T19:08:26.814358+00:00
252,36.601920802127815,-121.89627852849424,29.7,135.1,2026-09-02T19:08:27.014358+00:00
253,36.601918505456645,-121.89627568429421,29.7,135.2,2026-09-02T19:08:27.214358+00:00
254,36.6019162048277,-121.89627284506169,29.7,135.3,2026-09-02T19:08:27.414358+00:00
255,36.60191390027435,-121.89627001077186,29.7,135.4,2026-09-02T19:08:27.614358+00:00
256,36.601911591839624,-121.89626718138733,29.6,135.5,2026-09-02T19:08:27.814358+00:00
257,36.601909279576056,-121.89626435685817,29.6,135.6,2026-09-02T19:08:28.014358+00:00
258,36.60190696354549,-121.89626153712197,29.6,135.7,2026-09-02T19:08:28.214358+00:00
259,36.6019046438189,-121.89625872210397,29.6,135.7,2026-09-02T19:08:28.414358+00:00
260,36.60190232047616,-121.89625591171715,29.5,135.8,2026-09-02T19:08:28.614358+00:00
261,36.6018999936058,-121.89625310586248,29.5,135.9,2026-09-02T19:08:28.814358+00:00
262,36.60189766330475,-121.89625030442912,29.5,136.0,2026-09-02T19:08:29.014358+00:00
263,36.60189532967808,-121.8962475072945,29.5,136.1,2026-09-02T19:08:29.214358+00:00
264,36.60189299283871,-121.89624471432481,29.4,136.2,2026-09-02T19:08:29.414358+00:00
265,36.601890652907066,-121.89624192537521,29.4,136.3,2026-09-02T19:08:29.614358+00:00
266,36.601888310010835,-121.89623914029016,29.4,136.3,2026-09-02T19:08:29.814358+00:00
267,36.60188596428456,-121.89623635890386,29.4,136.4,2026-09-02T19:08:30.014358+00:00
268,36.60188361586933,-121.89623358104063,29.3,136.5,2026-09-02T19:08:30.214358+00:00
269,36.60188126491246,-121.89623080651533,29.3,136.5,2026-09-02T19:08:30.414358+00:00
270,36.601878911567034,-121.89622803513386,29.3,136.6,2026-09-02T19:08:30.614358+00:00
271,36.60187655599162,-121.89622526669359,29.3,136.7,2026-09-02T19:08:30.814358+00:00
272,36.60187419834987,-121.896222500984,29.2,136.7,2026-09-02T19:08:31.014358+00:00
273,36.60187183881007,-121.89621973778715,29.2,136.8,2026-09-02T19:08:31.214358+00:00
274,36.601869477544845,-121.89621697687829,29.2,136.8,2026-09-02T19:08:31.414358+00:00
275,36.60186711473068,-121.89621421802646,29.1,136.9,2026-09-02T19:08:31.614358+00:00
276,36.60186475054754,-121.89621146099505,29.1,136.9,2026-09-02T19:08:31.814358+00:00
277,36.60186238517845,-121.89620870554252,29.1,136.9,2026-09-02T19:08:32.014358+00:00
278,36.601860018809084,-121.89620595142301,29.1,136.9,2026-09-02T19:08:32.214358+00:00
279,36.60185765162736,-121.89620319838703,29.0,137.0,2026-09-02T19:08:32.414358+00:00
280,36.60185528382299,-121.89620044618204,29.0,137.0,2026-09-02T19:08:32.614358+00:00
281,36.60185291558708,-121.89619769455335,29.0,137.0,2026-09-02T19:08:32.814358+00:00
282,36.60185054711167,-121.8961949432446,28.9,137.0,2026-09-02T19:08:33.014358+00:00
283,36.601848178589364,-121.89619219199857,28.9,137.0,2026-09-02T19:08:33.214358+00:00
284,36.601845810212865,-121.89618944055789,28.9,137.0,2026-09-02T19:08:33.414358+00:00
285,36.601843442174534,-121.8961866886657,28.9,137.0,2026-09-02T19:08:33.614358+00:00
286,36.601841074665984,-121.89618393606638,28.8,137.0,2026-09-02T19:08:33.814358+00:00
287,36.60183870787767,-121.89618118250627,28.8,137.0,2026-09-02T19:08:34.014358+00:00
288,36.60183634199843,-121.89617842773433,28.8,136.9,2026-09-02T19:08:34.214358+00:00
289,36.60183397721507,-121.89617567150285,28.7,136.9,2026-09-02T19:08:34.414358+00:00
290,36.60183161371199,-121.89617291356808,28.7,136.9,2026-09-02T19:08:34.614358+00:00
291,36.60182925167066,-121.89617015369093,28.7,136.8,2026-09-02T19:08:34.814358+00:00
292,36.601826891269326,-121.89616739163766,28.7,136.8,2026-09-02T19:08:35.014358+00:00
293,36.60182453268254,-121.89616462718037,28.6,136.7,2026-09-02T19:08:35.214358+00:00
294,36.60182217608074,-121.89616186009775,28.6,136.7,2026-09-02T19:08:35.414358+00:00
295,36.6018198216299,-121.89615909017557,28.6,136.6,2026-09-02T19:08:35.614358+00:00
