ping_index,latitude,longitude,depth_m,heading_deg,timestamp
78,24.550624544550292,-81.77975435064724,30.1,58.6,2026-09-02T19:07:51.822932+00:00
79,24.550626234105106,-81.77975131313558,30.1,58.6,2026-09-02T19:07:52.022932+00:00
80,24.550627926900642,-81.77974827780545,30.2,58.5,2026-09-02T19:07:52.222932+00:00
81,24.550629622752403,-81.77974524453795,30.2,58.4,2026-09-02T19:07:52.422932+00:00
82,24.55063132146861,-81.7797422132083,30.2,58.4,2026-09-02T19:07:52.622932+00:00
83,24.550633022850707,-81.77973918368619,30.2,58.3,2026-09-02T19:07:52.822932+00:00
84,24.550634726693826,-81.77973615583623,30.2,58.3,2026-09-02T19:07:53.022932+00:00
85,24.55063643278728,-81.77973312951818,30.3,58.2,2026-09-02T19:07:53.222932+00:00
86,24.550638140915083,-81.7797301045874,30.3,58.2,2026-09-02T19:07:53.422932+00:00
87,24.550639850856463,-81.77972708089528,30.3,58.1,2026-09-02T19:07:53.622932+00:00
88,24.550641562386392,-81.77972405828962,30.3,58.1,2026-09-02T19:07:53.822932+00:00
89,24.550643275276105,-81.77972103661506,30.3,58.1,2026-09-02T19:07:54.022932+00:00
90,24.550644989293655,-81.77971801571356,30.3,58.0,2026-09-02T19:07:54.222932+00:00
91,24.55064670420445,-81.7797149954248,30.4,58.0,2026-09-02T19:07:54.422932+00:00
92,24.55064841977181,-81.7797119755867,30.4,58.0,2026-09-02T19:07:54.622932+00:00
93,24.550650135757532,-81.77970895603586,30.4,58.0,2026-09-02T19:07:54.822932+00:00
94,24.55065185192242,-81.77970593660805,30.4,58.0,2026-09-02T19:07:55.022932+00:00
95,24.550653568026867,-81.77970291713869,30.4,58.0,2026-09-02T19:07:55.222932+00:00
96,24.550655283831404,-81.77969989746329,30.5,58.0,2026-09-02T19:07:55.422932+00:00
97,24.550656999097257,-81.77969687741799,30.5,58.0,2026-09-02T19:07:55.622932+00:00
98,24.550658713586927,-81.77969385683998,30.5,58.0,2026-09-02T19:07:55.822932+00:00
99,24.550660427064717,-81.77969083556803,30.5,58.1,2026-09-02T19:07:56.022932+00:00
100,24.5506621392973,-81.7796878134429,30.5,58.1,2026-09-02T19:07:56.222932+00:00
101,24.550663850054278,-81.77968479030785,30.5,58.1,2026-09-02T19:07:56.422932+00:00
102,24.550665559108687,-81.77968176600908,30.6,58.1,2026-09-02T19:07:56.622932+00:00
103,24.550667266237593,-81.77967874039611,30.6,58.2,2026-09-02T19:07:56.822932+00:00
104,24.55066897122256,-81.7796757133223,30.6,58.2,2026-09-02T19:07:57.022932+00:00
105,24.55067067385022,-81.7796726846452,30.6,58.3,2026-09-02T19:07:57.222932+00:00
106,24.550672373912754,-81.77966965422695,30.6,58.3,2026-09-02T19:07:57.422932+00:00
107,24.550674071208423,-81.77966662193465,30.6,58.4,2026-09-02T19:07:57.622932+00:00
108,24.550675765542024,-81.77966358764078,30.6,58.5,2026-09-02T19:07:57.822932+00:00
109,24.5506774567254,-81.77966055122347,30.7,58.5,2026-09-02T19:07:58.022932+00:00
110,24.550679144577877,-81.77965751256686,30.7,58.6,2026-09-02T19:07:58.222932+00:00
111,24.55068082892674,-81.77965447156134,30.7,58.7,2026-09-02T19:07:58.422932+00:00
112,24.55068250960764,-81.77965142810393,30.7,58.7,2026-09-02T19:07:58.622932+00:00
113,24.550684186465023,-81.7796483820984,30.7,58.8,2026-09-02T19:07:58.822932+00:00
114,24.55068585935255,-81.77964533345563,30.7,58.9,2026-09-02T19:07:59.022932+00:00
115,24.55068752813343,-81.77964228209373,30.7,59.0,2026-09-02T19:07:59.222932+00:00
116,24.55068919268081,-81.77963922793822,30.8,59.1,2026-09-02T19:07:59.422932+00:00
117,24.55069085287811,-81.77963617092219,30.8,59.2,2026-09-02T19:07:59.622932+00:00
118,24.550692508619328,-81.7796331109865,30.8,59.3,2026-09-02T19:07:59.822932+00:00
119,24.55069415980934,-81.77963004807977,30.8,59.3,2026-09-02T19:08:00.022932+00:00
120,24.550695806364153,-81.7796269821585,30.8,59.4,2026-09-02T19:08:00.222932+00:00
121,24.550697448211167,-81.7796239131872,30.8,59.5,2026-09-02T19:08:00.422932+00:00
122,24.550699085289374,-81.77962084113828,30.8,59.6,2026-09-02T19:08:00.622932+00:00
123,24.55070071754954,-81.77961776599221,30.8,59.7,2026-09-02T19:08:00.822932+00:00
124,24.55070234495437,-81.77961468773738,30.8,59.8,2026-09-02T19:08:01.022932+00:00
125,24.550703967478665,-81.77961160637014,30.8,59.9,2026-09-02T19:08:01.222932+00:00
126,24.55070558510937,-81.77960852189467,30.9,60.0,2026-09-02T19:08:01.422932+00:00
127,24.550707197845668,-81.77960543432299,30.9,60.1,2026-09-02T19:08:01.622932+00:00
128,24.550708805699045,-81.77960234367475,30.9,60.2,2026-09-02T19:08:01.822932+00:00
129,24.550710408693256,-81.77959924997724,30.9,60.3,2026-09-02T19:08:02.022932+00:00
130,24.550712006864323,-81.77959615326512,30.9,60.4,2026-09-02T19:08:02.222932+00:00
131,24.550713600260476,-81.77959305358037,30.9,60.5,2026-09-02T19:08:02.422932+00:00
132,24.550715188942057,-81.77958995097207,30.9,60.6,2026-09-02T19:08:02.622932+00:00
133,24.550716772981417,-81.77958684549621,30.9,60.7,2026-09-02T19:08:02.822932+00:00
134,24.55071835246273,-81.77958373721552,30.9,60.8,2026-09-02T19:08:03.022932+00:00
135,24.55071992748185,-81.77958062619926,30.9,60.9,2026-09-02T19:08:03.222932+00:00
136,24.55072149814606,-81.77957751252298,30.9,61.0,2026-09-02T19:08:03.422932+00:00
137,24.550723064573848,-81.77957439626826,30.9,61.1,2026-09-02T19:08:03.622932+00:00
138,24.55072462689461,-81.77957127752252,30.9,61.2,2026-09-02T19:08:03.822932+00:00
139,24.55072618524835,-81.77956815637882,31.0,61.2,2026-09-02T19:08:04.022932+00:00
140,24.55072773978533,-81.77956503293542,31.0,61.3,2026-09-02T19:08:04.222932+00:00
141,24.550729290665707,-81.77956190729572,31.0,61.4,2026-09-02T19:08:04.422932+00:00
142,24.550730838059156,-81.77955877956785,31.0,61.5,2026-09-02T19:08:04.622932+00:00
143,24.550732382144403,-81.77955564986449,31.0,61.5,2026-09-02T19:08:04.822932+00:00
144,24.550733923108808,-81.77955251830254,31.0,61.6,2026-09-02T19:08:05.022932+00:00
145,24.550735461147873,-81.77954938500282,31.0,61.6,2026-09-02T19:08:05.222932+00:00
146,24.550736996464757,-81.77954625008985,31.0,61.7,2026-09-02T19:08:05.422932+00:00
147,24.550738529269744,-81.77954311369152,31.0,61.8,2026-09-02T19:08:05.622932+00:00
148,24.5507400597797,-81.77953997593882,31.0,61.8,2026-09-02T19:08:05.822932+00:00
149,24.550741588217516,-81.77953683696549,31.0,61.8,2026-09-02T19:08:06.022932+00:00
150,24.550743114811535,-81.77953369690785,31.0,61.9,2026-09-02T19:08:06.222932+00:00
151,24.550744639794935,-81.7795305559044,31.0,61.9,2026-09-02T19:08:06.422932+00:00
152,24.550746163405144,-81.77952741409557,31.0,61.9,2026-09-02T19:08:06.622932+00:00
153,24.550747685883206,-81.77952427162342,31.0,62.0,2026-09-02T19:08:06.822932+00:00
154,24.550749207473142,-81.77952112863136,31.0,62.0,2026-09-02T19:08:07.022932+00:00
155,24.550750728421313,-81.77951798526384,31.0,62.0,2026-09-02T19:08:07.222932+00:00
156,24.55075224897579,-81.77951484166607,31.0,62.0,2026-09-02T19:08:07.422932+00:00
157,24.550753769385665,-81.77951169798375,31.0,62.0,2026-09-02T19:08:07.622932+00:00
158,24.550755289900415,-81.77950855436269,31.0,62.0,2026-09-02T19:08:07.822932+00:00
159,24.55075681076925,-81.77950541094862,31.0,62.0,2026-09-02T19:08:08.022932+00:00
160,24.55075833224043,-81.77950226788684,31.0,62.0,2026-09-02T19:08:08.222932+00:00
161,24.55075985456064,-81.77949912532195,31.0,62.0,2026-09-02T19:08:08.422932+00:00
162,24.55076137797431,-81.77949598339755,31.0,61.9,2026-09-02T19:08:08.622932+00:00
163,24.550762902723015,-81.77949284225592,31.0,61.9,2026-09-02T19:08:08.822932+00:00
164,24.550764429044786,-81.77948970203778,31.0,61.9,2026-09-02T19:08:09.022932+00:00
165,24.550765957173528,-81.77948656288197,31.0,61.8,2026-09-02T19:08:09.222932+00:00
166,24.550767487338398,-81.77948342492515,31.0,61.8,2026-09-02T19:08:09.422932+00:00
167,24.550769019763184,-81.77948028830151,31.0,61.8,2026-09-02T19:08:09.622932+00:00
168,24.550770554665753,-81.77947715314251,31.0,61.7,2026-09-02T19:08:09.822932+00:00
169,24.550772092257475,-81.77947401957653,31.0,61.7,2026-09-02T19:08:10.022932+00:00
170,24.55077363274268,-81.77947088772864,31.0,61.6,2026-09-02T19:08:10.222932+00:00
171,24.550775176318123,-81.77946775772028,31.0,61.5,2026-09-02T19:08:10.422932+00:00
172,24.550776723172493,-81.77946462966901,31.0,61.5,2026-09-02T19:08:10.622932+00:00
173,24.55077827348593,-81.77946150368815,31.0,61.4,2026-09-02T19:08:10.822932+00:00
174,24.55077982742957,-81.77945837988662,31.0,61.3,2026-09-02T19:08:11.022932+00:00
175,24.55078138516511,-81.77945525836856,31.0,61.2,2026-09-02T19:08:11.222932+00:00
176,24.550782946844418,-81.7794521392331,30.9,61.2,2026-09-02T19:08:11.422932+00:00
177,24.55078451260916,-81.77944902257413,30.9,61.1,2026-09-02T19:08:11.622932+00:00
178,24.55078608259044,-81.77944590847996,30.9,61.0,2026-09-02T19:08:11.822932+00:00
179,24.550787656908497,-81.77944279703316,30.9,60.9,2026-09-02T19:08:12.022932+00:00
180,24.550789235672422,-81.77943968831023,30.9,60.8,2026-09-02T19:08:12.222932+00:00
181,24.550790818979895,-81.77943658238146,30.9,60.7,2026-09-02T19:08:12.422932+00:00
182,24.55079240691698,-81.77943347931063,30.9,60.6,2026-09-02T19:08:12.622932+00:00
183,24.55079399955791,-81.77943037915482,30.9,60.5,2026-09-02T19:08:12.822932+00:00
184,24.55079559696496,-81.7794272819642,30.9,60.4,2026-09-02T19:08:13.022932+00:00
185,24.55079719918828,-81.77942418778191,30.9,60.3,2026-09-02T19:08:13.222932+00:00
186,24.550798806265853,-81.7794210966438,30.9,60.2,2026-09-02T19:08:13.422932+00:00
187,24.55080041822339,-81.77941800857832,30.9,60.1,2026-09-02T19:08:13.622932+00:00
188,24.550802035074312,-81.77941492360637,30.9,60.0,2026-09-02T19:08:13.822932+00:00
189,24.550803656819784,-81.77941184174115,30.8,59.9,2026-09-02T19:08:14.022932+00:00
190,24.550805283448693,-81.77940876298815,30.8,59.8,2026-09-02T19:08:14.222932+00:00
191,24.55080691493776,-81.77940568734493,30.8,59.8,2026-09-02T19:08:14.422932+00:00
192,24.550808551251606,-81.77940261480117,30.8,59.7,2026-09-02T19:08:14.622932+00:00
193,24.550810192342897,-81.77939954533858,30.8,59.6,2026-09-02T19:08:14.822932+00:00
194,24.550811838152487,-81.77939647893089,30.8,59.5,2026-09-02T19:08:15.022932+00:00
195,24.550813488609602,-81.77939341554384,30.8,59.4,2026-09-02T19:08:15.222932+00:00
196,24.550815143632057,-81.7793903551352,30.8,59.3,2026-09-02T19:08:15.422932+00:00
197,24.550816803126477,-81.77938729765489,30.8,59.2,2026-09-02T19:08:15.622932+00:00
198,24.55081846698858,-81.77938424304493,30.8,59.1,2026-09-02T19:08:15.822932+00:00
199,24.55082013510344,-81.77938119123968,30.7,59.0,2026-09-02T19:08:16.022932+00:00
200,24.550821807345827,-81.77937814216584,30.7,58.9,2026-09-02T19:08:16.222932+00:00
201,24.550823483580512,-81.77937509574271,30.7,58.8,2026-09-02T19:08:16.422932+00:00
202,24.55082516366264,-81.77937205188226,30.7,58.7,2026-09-02T19:08:16.622932+00:00
203,24.5508268474381,-81.77936901048943,30.7,58.7,2026-09-02T19:08:16.822932+00:00
204,24.550828534743925,-81.77936597146225,30.7,58.6,2026-09-02T19:08:17.022932+00:00
205,24.5508302254087,-81.77936293469222,30.7,58.5,2026-09-02T19:08:17.222932+00:00
206,24.550831919252985,-81.77935990006439,30.6,58.5,2026-09-02T19:08:17.422932+00:00
207,24.55083361608979,-81.77935686745785,30.6,58.4,2026-09-02T19:08:17.622932+00:00
208,24.55083531572501,-81.77935383674597,30.6,58.3,2026-09-02T19:08:17.822932+00:00
209,24.550837017957896,-81.77935080779666,30.6,58.3,2026-09-02T19:08:18.022932+00:00
210,24.550838722581574,-81.77934778047283,30.6,58.2,2026-09-02T19:08:18.222932+00:00
211,24.55084042938352,-81.77934475463275,30.6,58.2,2026-09-02T19:08:18.422932+00:00
212,24.55084213814608,-81.77934173013038,30.6,58.2,2026-09-02T19:08:18.622932+00:00
213,24.55084384864699,-81.77933870681588,30.5,58.1,2026-09-02T19:08:18.822932+00:00
214,24.55084556065991,-81.77933568453592,30.5,58.1,2026-09-02T19:08:19.022932+00:00
215,24.55084727395493,-81.77933266313418,30.5,58.1,2026-09-02T19:08:19.222932+00:00
216,24.550848988299165,-81.77932964245183,30.5,58.0,2026-09-02T19:08:19.422932+00:00
217,24.55085070345726,-81.77932662232789,30.5,58.0,2026-09-02T19:08:19.622932+00:00
218,24.550852419191965,-81.77932360259979,30.5,58.0,2026-09-02T19:08:19.822932+00:00
219,24.550854135264668,-81.7793205831038,30.4,58.0,2026-09-02T19:08:20.022932+00:00
220,24.550855851435976,-81.77931756367549,30.4,58.0,2026-09-02T19:08:20.222932+00:00
221,24.550857567466263,-81.77931454415027,30.4,58.0,2026-09-02T19:08:20.422932+00:00
222,24.550859283116235,-81.77931152436382,30.4,58.0,2026-09-02T19:08:20.622932+00:00
223,24.55086099814749,-81.77930850415257,30.4,58.0,2026-09-02T19:08:20.822932+00:00
224,24.55086271232307,-81.7793054833542,30.4,58.0,2026-09-02T19:08:21.022932+00:00
225,24.55086442540801,-81.77930246180807,30.3,58.1,2026-09-02T19:08:21.222932+00:00
226,24.550866137169912,-81.77929943935575,30.3,58.1,2026-09-02T19:08:21.422932+00:00
227,24.550867847379465,-81.77929641584146,30.3,58.1,2026-09-02T19:08:21.622932+00:00
228,24.55086955581101,-81.77929339111243,30.3,58.2,2026-09-02T19:08:21.822932+00:00
229,24.550871262243053,-81.77929036501945,30.3,58.2,2026-09-02T19:08:22.022932+00:00
230,24.55087296645882,-81.77928733741723,30.2,58.2,2026-09-02T19:08:22.222932+00:00
231,24.550874668246742,-81.77928430816482,30.2,58.3,2026-09-02T19:08:22.422932+00:00
232,24.550876367401,-81.77928127712599,30.2,58.4,2026-09-02T19:08:22.622932+00:00
233,24.55087806372199,-81.77927824416962,30.2,58.4,2026-09-02T19:08:22.822932+00:00
234,24.550879757016823,-81.77927520917002,30.2,58.5,2026-09-02T19:08:23.022932+00:00
235,24.550881447099815,-81.77927217200735,30.1,58.5,2026-09-02T19:08:23.222932+00:00
236,24.550883133792915,-81.77926913256779,30.1,58.6,2026-09-02T19:08:23.422932+00:00
237,24.55088481692617,-81.77926609074395,30.1,58.7,2026-09-02T19:08:23.622932+00:00
238,24.550886496338162,-81.77926304643506,30.1,58.8,2026-09-02T19:08:23.822932+00:00
239,24.550888171876377,-81.7792599995473,30.0,58.8,2026-09-02T19:08:24.022932+00:00
240,24.55088984339764,-81.77925694999394,30.0,58.9,2026-09-02T19:08:24.222932+00:00
241,24.550891510768473,-81.77925389769554,30.0,59.0,2026-09-02T19:08:24.422932+00:00
242,24.550893173865443,-81.77925084258018,30.0,59.1,2026-09-02T19:08:24.622932+00:00
243,24.550894832575487,-81.77924778458356,30.0,59.2,2026-09-02T19:08:24.822932+00:00
244,24.550896486796233,-81.77924472364909,29.9,59.3,2026-09-02T19:08:25.022932+00:00
245,24.550898136436267,-81.77924165972807,29.9,59.4,2026-09-02T19:08:25.222932+00:00
246,24.550899781415406,-81.77923859277969,29.9,59.5,2026-09-02T19:08:25.422932+00:00
247,24.55090142166493,-81.7792355227711,29.9,59.6,2026-09-02T19:08:25.622932+00:00
248,24.55090305712776,-81.77923244967744,29.8,59.7,2026-09-02T19:08:25.822932+00:00
249,24.550904687758667,-81.77922937348181,29.8,59.8,2026-09-02T19:08:26.022932+00:00
250,24.55090631352442,-81.77922629417533,29.8,59.9,2026-09-02T19:08:26.222932+00:00
251,24.550907934403874,-81.77922321175696,29.8,60.0,2026-09-02T19:08:26.422932+00:00
252,24.550909550388095,-81.77922012623353,29.7,60.1,2026-09-02T19:08:26.622932+00:00
253,24.55091116148041,-81.77921703761962,29.7,60.2,2026-09-02T19:08:26.822932+00:00
254,24.550912767696417,-81.7792139459375,29.7,60.3,2026-09-02T19:08:27.022932+00:00
255,24.55091436906401,-81.77921085121693,29.7,60.4,2026-09-02T19:08:27.222932+00:00
256,24.55091596562332,-81.77920775349507,29.6,60.5,2026-09-02T19:08:27.422932+00:00
257,24.550917557426658,-81.7792046528163,29.6,60.6,2026-09-02T19:08:27.622932+00:00
258,24.550919144538423,-81.77920154923204,29.6,60.7,2026-09-02T19:08:27.822932+00:00
259,24.550920727034956,-81.77919844280058,29.6,60.7,2026-09-02T19:08:28.022932+00:00
260,24.55092230500439,-81.77919533358684,29.5,60.8,2026-09-02T19:08:28.222932+00:00
261,24.550923878546445,-81.77919222166224,29.5,60.9,2026-09-02T19:08:28.422932+00:00
262,24.550925447772205,-81.77918910710439,29.5,61.0,2026-09-02T19:08:28.622932+00:00
263,24.55092701280385,-81.77918598999686,29.5,61.1,2026-09-02T19:08:28.822932+00:00
264,24.550928573774385,-81.779182870429,29.4,61.2,2026-09-02T19:08:29.022932+00:00
265,24.5509301308273,-81.77917974849562,29.4,61.3,2026-09-02T19:08:29.222932+00:00
266,24.550931684116232,-81.77917662429677,29.4,61.3,2026-09-02T19:08:29.422932+00:00
267,24.550933233804585,-81.77917349793745,29.4,61.4,2026-09-02T19:08:29.622932+00:00
268,24.550934780065116,-81.77917036952738,29.3,61.5,2026-09-02T19:08:29.822932+00:00
269,24.550936323079515,-81.77916723918067,29.3,61.5,2026-09-02T19:08:30.022932+00:00
270,24.550937863037934,-81.77916410701556,29.3,61.6,2026-09-02T19:08:30.222932+00:00
271,24.550939400138507,-81.77916097315418,29.3,61.7,2026-09-02T19:08:30.422932+00:00
272,24.550940934586848,-81.77915783772218,29.2,61.7,2026-09-02T19:08:30.622932+00:00
273,24.550942466595515,-81.77915470084854,29.2,61.8,2026-09-02T19:08:30.822932+00:00
274,24.550943996383467,-81.77915156266519,29.2,61.8,2026-09-02T19:08:31.022932+00:00
275,24.55094552417549,-81.7791484233068,29.1,61.9,2026-09-02T19:08:31.222932+00:00
276,24.550947050201618,-81.77914528291043,29.1,61.9,2026-09-02T19:08:31.422932+00:00
277,24.550948574696534,-81.77914214161527,29.1,61.9,2026-09-02T19:08:31.622932+00:00
278,24.550950097898948,-81.77913899956233,29.1,61.9,2026-09-02T19:08:31.822932+00:00
279,24.550951620050974,-81.77913585689419,29.0,62.0,2026-09-02T19:08:32.022932+00:00
280,24.550953141397496,-81.77913271375459,29.0,62.0,2026-09-02T19:08:32.222932+00:00
281,24.550954662185525,-81.7791295702883,29.0,62.0,2026-09-02T19:08:32.422932+00:00
282,24.550956182663537,-81.77912642664073,28.9,62.0,2026-09-02T19:08:32.622932+00:00
283,24.550957703080837,-81.77912328295763,28.9,62.0,2026-09-02T19:08:32.822932+00:00
284,24.55095922368689,-81.77912013938483,28.9,62.0,2026-09-02T19:08:33.022932+00:00
285,24.55096074473064,-81.77911699606794,28.9,62.0,2026-09-02T19:08:33.222932+00:00
286,24.550962266459912,-81.77911385315207,28.8,62.0,2026-09-02T19:08:33.422932+00:00
287,24.550963789120697,-81.77911071078151,28.8,62.0,2026-09-02T19:08:33.622932+00:00
288,24.55096531295654,-81.77910756909944,28.8,61.9,2026-09-02T19:08:33.822932+00:00
289,24.55096683820788,-81.77910442824768,28.7,61.9,2026-09-02T19:08:34.022932+00:00
290,24.550968365111448,-81.7791012883663,28.7,61.9,2026-09-02T19:08:34.222932+00:00
291,24.55096989389961,-81.7790981495935,28.7,61.8,2026-09-02T19:08:34.422932+00:00
292,24.550971424799776,-81.77909501206507,28.7,61.8,2026-09-02T19:08:34.622932+00:00
293,24.550972958033825,-81.77909187591438,28.6,61.7,2026-09-02T19:08:34.822932+00:00
294,24.550974493817492,-81.77908874127183,28.6,61.7,2026-09-02T19:08:35.022932+00:00
295,24.550976032359838,-81.77908560826477,28.6,61.6,2026-09-02T19:08:35.222932+00:00
